codgr;sougr;numlig;nojour;codal
280308;4;30;1;31075
425437;6;23;5;19820
479449;5;9;2;18048
225862;6;22;3;22577
556593;3;23;1;9549
312701;6;16;2;7709
86886;6;32;1;29125
155544;3;33;1;4152
390876;6;34;7;18904
421283;6;31;1;76998
80315;3;42;1;12934
451270;1;30;1;31390
334252;6;33;1;2394
54944;7;23;4;20087
187615;1;12;1;10500
141926;2;35;1;27161
502777;7;28;3;17903
434761;1;32;1;3071
403221;3;5;1;10068
364857;5;32;1;3156
122515;4;11;1;91132
204818;2;10;1;77236
124096;2;18;2;28000
342549;5;29;3;36641
486192;7;42;2;14003
468509;5;31;2;76909
312987;7;32;2;18105
232309;3;31;4;18229
348697;6;12;2;11784
252768;6;21;2;28835
222083;3;38;1;25488
310017;3;33;1;19240
523754;7;8;1;22772
398253;6;31;3;18163
534542;3;19;2;8638
232844;6;9;2;20218
397563;6;31;3;18297
248611;2;18;2;6527
525949;7;9;2;20902
209357;1;1;1;7393
402710;3;10;2;19587
367539;1;34;2;18645
521744;3;30;1;30933
424758;6;30;2;31127
366599;2;23;3;20386
505104;1;32;2;3585
112387;2;32;2;17825
57285;1;39;3;24928
276888;1;32;4;17610
387760;1;9;1;20281
476838;3;31;1;76811
141376;4;32;1;17818
216646;7;3;1;8481
401593;4;29;4;30848
524879;3;39;1;25443
215266;3;1;1;7325
194598;6;23;3;21953
526735;6;31;4;18185
52687;3;9;1;19275
256817;7;39;1;25003
507432;2;11;2;89237
318363;6;1;1;7127
15031;1;30;2;30839
439153;1;10;2;20753
513805;1;39;1;25514
32908;1;38;1;25391
522435;2;30;2;30960
471168;2;1;1;7249
315106;1;39;2;25594
537686;5;32;2;18234
7296;2;25;1;89770
103068;2;43;1;12130
487521;3;13;2;9209
51232;3;8;2;11328
558691;3;21;6;24845
64729;1;23;3;20697
28244;7;30;1;31143
98267;3;1;1;7248
440540;7;33;1;25858
173437;1;2;1;7649
528800;4;32;3;18359
440692;2;26;2;30372
245284;1;30;2;31025
132132;7;12;2;10428
254868;4;23;6;21038
391406;7;30;1;3382
525670;4;39;2;25060
165415;2;31;2;77684
493281;3;8;1;22094
249924;4;10;2;13232
217270;7;31;5;18664
491638;1;11;2;88564
138573;7;1;1;7311
299328;1;31;5;18228
507205;6;34;1;9658
359618;7;19;1;29683
523701;5;20;3;29528
503642;1;9;2;19615
245499;2;1;1;7163
237864;1;2;1;7674
155858;5;31;3;18024
317988;3;30;1;30919
265888;2;11;1;88795
195414;7;20;2;29894
63178;4;1;1;7252
159112;1;1;1;7234
331960;4;20;1;29158
448319;7;34;4;16841
414394;5;31;1;76838
220339;4;32;1;3522
144872;7;22;4;23943
349308;5;35;2;18866
167153;5;43;1;11203
319250;7;29;3;31057
63664;7;39;2;25303
131393;6;37;3;19328
433707;4;2;1;7593
403169;2;29;5;30940
544991;2;23;6;20822
155884;7;9;2;20421
132215;1;31;1;30131
108163;6;35;1;76772
390299;2;8;1;21313
257669;5;33;3;3522
341879;2;39;1;25886
187397;6;23;3;19758
361704;1;31;3;18624
249794;7;43;2;11875
303177;3;9;2;19016
137765;7;19;1;29884
135552;3;9;2;20591
275986;7;10;1;19455
169143;3;29;2;30901
98800;2;42;1;10723
532121;7;9;3;19783
41743;5;31;5;18183
19922;7;23;1;17428
266883;4;32;2;17299
135996;7;2;1;7410
538763;5;1;1;7249
-6916;5;31;1;76697
25967;7;10;1;13971
133722;7;21;2;26430
468154;5;9;1;20144
539258;2;10;1;17190
507840;6;8;1;22063
70466;4;9;1;20676
185720;1;24;2;17878
408519;6;11;2;14219
434502;2;1;1;7061
377870;3;23;2;29530
423613;2;9;1;20207
194857;3;9;2;19400
80323;1;43;1;84745
138092;5;42;2;11501
446246;1;10;2;13632
393024;3;5;1;10370
118213;5;30;2;79666
481573;7;9;1;20340
516327;7;32;3;17639
246703;1;30;2;30971
469147;5;32;2;16688
327791;6;10;2;88925
485745;4;31;2;18331
315896;4;16;2;8666
356540;4;14;2;5494
531845;1;9;2;18510
47915;3;15;2;9586
350984;3;32;1;2033
485198;5;32;2;17845
66174;6;31;1;76904
455417;2;21;2;27054
391733;6;15;2;5855
390621;3;25;1;15167
63446;3;33;3;18218
136926;1;6;1;10691
107681;2;2;1;8240
156063;4;21;2;9602
269030;5;10;2;20064
32145;7;20;2;30541
345006;5;39;1;25235
387699;3;33;3;19183
332886;6;19;2;9060
484663;6;23;2;21728
159646;3;21;2;9260
15704;2;30;1;31093
68295;6;2;1;7702
297435;2;35;1;27166
473233;2;8;2;86160
304474;1;34;1;3885
199403;3;30;2;31315
317488;5;31;2;29523
516506;4;30;3;18286
394505;3;9;2;19926
296262;5;9;1;21147
223243;7;36;1;76792
537920;5;9;2;20950
17707;7;12;2;11352
45975;7;16;2;4201
341390;2;22;2;21364
91851;7;4;1;9222
41636;7;29;2;18619
193057;7;30;1;30899
283794;7;37;1;7026
317652;6;19;2;8742
414092;4;1;1;7454
474212;3;2;1;7539
354190;5;22;1;24236
168049;3;33;1;3492
550017;7;31;1;29893
474260;6;39;3;24893
311686;4;33;1;4386
281656;4;17;2;35921
328178;5;41;1;18127
393766;2;30;3;32379
533838;3;1;1;7108
208858;7;45;2;89865
337502;3;43;1;10694
342389;3;32;2;17998
135948;2;38;1;24023
265073;3;30;1;30975
316405;3;31;1;18139
-255;1;14;3;16854
541723;4;28;1;20781
488189;3;31;3;18666
542541;3;36;1;26303
208609;1;19;2;29880
335976;1;33;7;19098
349006;6;8;1;23616
494033;4;36;2;12061
69796;7;31;2;18018
533627;1;1;1;7183
416594;2;22;5;19185
292831;3;33;1;3662
362417;1;31;4;18199
294200;1;2;1;7758
271532;1;32;2;18385
127393;5;1;1;7186
162322;4;33;1;3231
448977;6;31;2;76495
87280;1;31;3;18661
69210;4;19;2;30250
540631;1;22;2;26301
215766;4;18;2;6985
416093;2;7;2;23290
441989;3;9;2;19726
31368;7;10;2;11056
305889;5;30;1;31079
324913;1;9;3;19216
370556;2;30;1;31125
263109;3;19;1;29983
269091;2;2;1;7603
227986;1;23;1;17623
500272;6;2;1;8186
348984;1;20;2;29067
468386;3;16;2;11058
275931;5;10;2;87367
251495;1;44;2;11728
253533;3;9;2;20641
130188;7;23;5;21481
18905;4;20;1;31239
342082;7;20;2;9224
379710;5;39;1;24869
399332;3;9;1;21088
88272;4;31;2;18150
156757;4;1;1;7106
362867;5;5;1;10051
141496;1;31;3;18796
313496;1;31;1;76680
530078;2;39;2;25408
120079;3;30;3;31088
416688;3;13;2;12900
84548;7;43;7;11374
262995;4;31;2;17698
536254;3;23;6;20355
265036;7;39;2;24985
526238;1;9;2;20786
253993;4;19;2;30557
200721;5;17;1;37470
313499;3;10;2;88374
438286;1;32;6;18145
391139;6;32;3;17602
515168;5;9;2;20500
379109;1;1;1;7039
535522;6;9;3;20663
522997;6;8;1;21769
124346;5;18;2;38893
393937;1;42;1;12150
56201;1;9;1;22716
321020;3;3;1;8969
51785;1;27;1;85766
422105;2;30;2;31009
445273;5;20;2;29833
343819;5;1;1;7120
377383;1;30;2;31253
45257;1;38;4;24480
379862;4;30;2;17890
75157;5;21;3;24888
376490;1;30;2;31082
315611;3;39;3;25013
550025;4;39;1;25046
502905;2;10;2;20140
440029;3;23;6;20047
89053;7;39;2;24905
158526;5;43;3;11485
293769;7;27;2;19312
55726;5;17;2;9693
75854;6;30;1;31246
377470;2;42;1;10698
526564;1;30;1;31520
330812;7;1;1;7382
248138;1;43;1;11472
472811;2;31;1;17981
523501;1;15;2;39741
170606;3;15;2;3913
116692;1;30;3;30162
212790;3;10;2;20232
475898;2;8;1;21671
59834;6;46;1;88574
306519;1;37;2;82016
30993;5;20;2;29581
478480;5;9;1;13097
27573;7;30;3;30980
257240;1;9;1;13049
361498;4;32;1;1851
514637;1;33;1;4280
331558;7;31;5;18252
402337;3;6;1;11478
64931;3;35;7;5227
227294;6;2;1;7552
247196;6;29;1;31213
157279;4;9;1;19648
425315;6;21;5;24359
348805;6;33;1;17806
275510;1;33;2;3273
223040;3;6;1;10374
192152;3;43;1;11562
244984;1;9;2;19678
515038;7;21;2;27838
232142;3;31;1;76787
131794;2;8;2;22531
548444;7;23;5;20143
346145;3;32;1;2240
435082;2;40;2;18617
42614;4;4;3;31726
205824;4;30;1;30851
71312;1;10;1;90581
151167;1;32;5;18326
371502;6;31;5;18145
289349;6;20;2;27806
152263;7;43;3;11452
123850;4;31;2;18144
237920;7;12;2;12746
240079;5;9;1;20658
467993;6;30;2;79356
333995;1;31;2;76209
42994;2;9;1;21547
155377;3;35;3;18003
555995;4;22;6;22040
129457;2;31;1;5107
374136;1;30;2;31117
387502;4;9;2;19558
154448;5;1;1;7115
422865;2;42;3;11382
106170;7;26;2;20819
351872;6;31;4;18099
408318;7;23;3;18620
198716;3;23;4;20524
76131;7;24;2;24383
422821;6;31;2;18203
518634;6;4;1;9816
314107;7;32;2;17849
522476;3;14;2;10790
478392;5;1;1;7235
358704;6;31;1;76501
49287;5;2;2;33258
80944;1;32;2;18675
168861;3;2;1;7602
75185;1;1;1;7052
266377;7;22;3;21377
289072;5;32;5;18471
51921;3;26;3;15828
442787;7;32;2;17606
527468;3;13;2;8181
336423;5;32;1;2441
425920;4;43;1;10895
169694;2;32;1;28639
162362;3;2;1;7569
249250;2;23;3;21305
331903;5;29;4;37936
66601;4;39;1;25087
419846;7;2;1;8249
334308;3;1;1;7398
154616;4;31;4;18555
531194;1;9;2;21738
517109;1;31;4;18594
502823;3;30;1;31005
130821;6;40;3;13137
296217;2;37;1;25687
249476;7;1;1;7167
248916;7;18;1;30184
439849;7;22;3;22568
294005;5;37;2;26136
367536;2;30;1;31405
256315;1;32;1;2207
65059;6;2;1;7614
125054;5;31;1;75844
536409;5;9;3;19921
415182;1;1;1;7275
231938;3;19;2;29819
481649;3;32;2;17804
484977;7;29;5;30864
331594;1;32;4;18430
206738;5;7;1;26344
361001;3;32;7;18573
437421;2;31;1;77006
166317;1;2;1;7644
161523;4;32;2;2564
73400;3;9;1;22052
255011;2;9;3;19496
401244;1;11;1;92532
362500;2;2;2;32594
334754;4;39;1;24743
324625;2;34;1;17915
451236;2;39;1;24936
153427;4;1;1;7425
528505;7;31;4;18057
105203;4;32;1;3694
467923;2;32;2;17753
272233;4;1;1;7455
325780;1;30;2;31184
175606;5;2;1;8027
359527;2;32;2;18157
529608;2;9;3;19414
513707;4;31;3;19101
326284;4;33;1;3772
85634;5;39;2;24825
97235;3;30;2;31163
142724;2;2;1;7713
109147;3;29;1;82983
392234;4;31;2;16422
556279;4;21;4;24447
500235;7;31;2;17955
401882;4;20;5;106859
545136;6;18;2;10126
307136;4;31;2;76981
406583;1;43;1;11894
546597;5;7;2;26878
46847;2;9;1;22220
45768;4;31;1;75418
317614;6;11;1;88395
271900;4;32;2;17954
503351;5;39;3;25216
78723;3;31;1;18507
282584;1;1;1;7133
285657;1;9;1;21009
89908;3;35;2;17584
461143;1;11;1;90401
164028;4;42;4;11925
277620;3;30;1;31027
451597;5;32;3;17845
306480;4;19;2;9067
329636;6;32;1;2178
262689;4;1;1;7190
533010;7;35;2;17633
424332;2;9;2;22552
133875;7;39;7;27015
182049;6;1;1;7859
393075;4;29;2;81084
423288;6;19;2;30563
516486;5;43;3;11972
266889;5;36;1;23812
215818;5;6;1;11228
210311;1;43;5;11702
490030;2;43;2;12117
450137;6;31;2;76352
-1998;6;13;2;8395
230219;4;32;6;18538
319846;6;19;1;32106
426829;2;32;1;20316
319753;1;11;2;90831
322981;6;36;1;26221
534901;5;35;1;27128
499531;4;11;2;90039
540264;4;2;1;7526
367511;7;18;2;6124
95168;4;30;2;81379
121618;7;32;2;17795
413869;1;41;1;14162
125084;5;31;3;18600
194594;7;8;1;21299
138138;6;29;1;8995
478775;1;23;3;20925
543183;5;9;2;21831
51252;5;32;6;21858
13933;7;16;2;3349
163546;4;31;1;76930
366714;6;31;6;17891
184326;7;9;1;21488
225525;7;6;2;29943
430168;5;9;1;19761
63987;2;31;1;76929
117967;6;2;1;7929
240876;7;20;1;29141
218799;7;10;3;19592
359116;7;32;4;18122
453865;2;32;1;17143
85115;3;1;1;7422
382840;4;43;3;11285
221342;7;30;1;30836
13307;4;23;3;19091
171351;1;5;1;9930
500289;1;39;3;25253
95687;2;31;1;77119
141759;1;34;5;18731
73870;4;1;1;7424
482818;7;1;1;6918
243453;4;34;4;18272
187327;7;21;4;25466
279460;2;32;2;17995
98803;1;32;1;2506
319129;1;30;3;31176
485996;2;11;2;87892
484646;4;33;1;27849
25251;2;22;5;21386
334245;5;23;5;19667
553337;3;39;1;25230
29000;7;27;2;18049
382681;5;32;1;1964
57568;6;20;1;28726
165744;4;1;1;7359
232406;2;9;3;19496
220425;6;22;2;92780
170791;3;2;1;7612
316422;7;11;2;89699
17263;2;30;1;31191
476996;1;27;2;88191
199692;7;43;2;11462
215625;5;43;2;11728
481658;6;33;1;17593
49253;7;33;4;18326
407857;5;20;2;8177
329120;4;22;2;24203
77963;7;31;1;29491
505473;1;32;3;18096
63129;5;30;2;31001
64020;2;19;1;32735
76343;5;1;1;7227
52088;6;39;1;24830
274395;1;29;5;30833
263956;1;1;1;7388
247064;5;8;1;23011
319488;6;7;1;25868
129956;2;29;1;31374
58046;5;30;1;7620
473776;7;32;1;1437
523391;7;30;1;31071
387680;4;32;2;29477
176523;7;31;7;18851
255243;1;22;2;28740
5053;5;19;1;31598
260201;6;38;4;25119
174146;2;33;1;3458
491400;1;31;1;19400
321390;5;9;3;19374
182248;7;29;1;31718
281517;2;23;5;20338
88863;1;31;1;17802
528397;2;10;2;19725
534044;2;1;1;7153
507471;1;35;2;24841
465967;3;11;1;13253
545721;2;32;2;17855
402733;4;22;3;23392
386567;3;17;1;28271
217043;6;35;3;19073
371269;5;23;5;20551
359526;1;1;1;7514
231335;1;31;2;18443
308888;1;1;1;7385
180671;7;38;4;24794
90167;5;31;2;18253
492132;1;11;1;90013
350286;5;18;2;9014
51980;6;31;1;76555
424456;4;31;2;17230
464976;4;42;3;11320
170468;5;31;2;76816
487127;1;9;1;19318
115304;4;20;2;8831
515087;6;9;2;19243
453628;7;32;3;17520
341254;7;31;3;18013
183043;5;30;2;76693
103423;5;23;3;19792
25649;7;23;5;20547
291859;5;34;1;4302
297021;4;22;4;22736
314842;3;32;2;76502
104771;6;37;1;25046
214126;2;33;2;28576
135296;7;19;2;9491
344580;1;22;1;19660
102754;6;34;3;27700
247066;1;3;2;31693
210605;4;40;2;8023
141674;7;24;3;18260
53889;4;1;1;7328
341286;7;1;1;7038
102982;1;2;1;7652
432212;1;32;6;18624
53198;4;34;7;20446
27689;1;26;2;19408
63954;2;7;1;27548
318215;3;35;1;17594
498061;1;11;1;89787
208715;5;23;5;19537
302425;6;15;2;2761
534707;1;19;1;29723
60678;3;32;1;76395
196660;7;2;1;7583
499191;6;8;1;20152
88744;1;2;1;7614
115657;3;42;1;10917
507598;6;3;3;31274
17571;7;16;1;41231
30187;5;23;2;17378
292085;6;9;2;20012
91701;6;31;1;76510
349734;5;42;1;10795
361744;6;4;1;9217
333184;3;8;1;20939
381574;4;3;1;8571
283931;4;4;1;9909
183642;4;34;1;19639
143452;2;11;1;90398
263215;5;31;1;76640
380815;4;32;1;2773
282645;2;30;1;30559
453489;1;32;3;18357
503395;3;31;2;77226
81087;7;23;5;20205
121868;6;22;2;24240
237703;7;11;1;89483
184408;3;34;1;26675
130124;1;2;1;8097
288698;2;1;1;7340
383225;6;31;2;76656
104397;4;8;2;26530
515713;2;32;3;18336
53016;7;9;2;22517
380003;4;32;3;18197
538589;4;2;1;8183
369517;1;39;1;25294
188319;7;42;7;11817
481650;4;1;1;7179
520623;1;9;2;19593
229235;3;27;1;87231
136061;5;20;1;30380
486908;1;31;1;76607
537643;4;8;1;23608
66232;7;33;5;3778
267129;7;20;2;29604
391338;4;18;1;34806
436704;5;10;2;17722
296887;4;43;2;11962
249502;4;7;1;26413
253193;2;31;2;18262
553077;4;31;2;19029
438788;5;29;3;30847
89496;1;35;2;17793
468626;7;9;3;20105
358952;4;13;5;23304
239017;7;23;3;20941
86580;4;38;1;24708
288935;4;16;2;35899
545546;2;34;1;28022
127467;7;33;2;2719
361199;3;9;1;19563
358118;4;8;1;22024
451777;4;32;5;21098
231300;3;43;2;12163
383132;1;31;5;19045
72914;2;9;2;20605
367047;7;30;1;31012
194666;2;9;2;21002
303623;6;22;2;21882
11390;4;31;2;80982
309593;2;32;2;18170
400179;3;9;3;19425
293763;6;2;1;7449
46503;1;31;2;76515
504352;1;35;1;17526
233170;7;8;2;19905
90758;1;1;1;7230
109630;2;1;1;7447
52829;1;30;2;30871
484783;5;34;1;4215
138770;6;16;1;36509
315784;6;20;1;31313
421274;1;17;2;8995
491930;5;1;1;7017
224375;4;2;1;7605
64900;2;10;2;19838
259058;1;9;1;19355
330463;5;1;1;7485
6081;5;10;2;18004
93330;2;8;1;22185
502210;3;23;2;16627
505505;7;9;3;20997
61327;5;30;2;30791
329535;6;2;1;7735
167487;5;9;1;14965
11793;1;32;1;29740
154069;6;2;1;7497
29256;1;19;3;29791
508126;1;32;3;18190
517677;6;32;2;77812
471168;5;1;1;7052
378466;1;23;2;90182
351630;1;35;2;17410
265319;1;1;1;7190
459706;4;8;1;20237
523324;4;31;2;30201
239319;2;9;1;20853
207123;3;1;1;7124
369009;2;1;1;7092
280730;2;1;1;7252
209684;4;2;1;8076
199434;2;31;3;17985
405952;3;27;1;31102
72892;5;30;1;30192
61344;3;10;2;20424
342064;1;42;4;11513
299477;5;22;6;23288
346084;4;31;6;18206
397716;1;30;1;31045
178428;6;35;2;17090
530189;2;31;1;2308
291332;6;10;2;87934
230310;3;2;1;7450
116039;4;31;4;18443
528101;2;30;1;31420
409150;5;2;1;7634
157983;1;39;2;25277
437529;4;21;2;9882
200107;4;33;1;2872
327503;2;34;5;18033
363770;6;23;5;19471
279987;3;43;2;11795
57194;5;30;1;7232
213469;3;36;1;15715
446675;5;3;1;8643
253559;7;32;2;17709
121761;3;9;2;20520
119594;1;32;1;3038
421347;7;1;1;7226
69772;4;1;1;7422
9149;3;19;2;9563
18249;4;30;1;30972
280084;7;19;3;29961
368008;1;21;3;8589
86510;2;1;1;7320
339201;7;29;2;18345
468131;6;30;3;31299
507161;7;1;1;7231
76821;6;33;1;4403
471432;1;31;4;18141
290865;7;1;1;7033
490865;3;32;2;78291
514059;5;29;2;80657
319366;1;20;3;29926
509410;3;32;3;18072
191522;5;8;1;12081
185834;1;29;3;30886
479636;4;18;1;28979
505822;7;1;1;7101
536259;4;23;4;20655
380362;3;1;1;7287
348990;2;9;2;20712
411632;4;30;2;31207
407514;1;9;2;19607
14252;3;29;3;31052
437179;1;31;1;77219
490368;5;8;1;19991
231271;3;28;1;17673
484891;2;23;5;18576
73610;3;23;4;20705
391719;7;32;2;1820
498477;4;28;4;18111
375841;6;42;2;12704
512560;5;36;1;26038
365708;7;23;5;20368
66112;3;32;3;2794
519023;3;32;2;18448
305711;1;1;1;7340
357748;4;9;3;19518
103594;7;40;1;17931
188723;3;34;5;4680
326428;3;9;2;20324
303489;6;39;2;24860
76322;3;31;7;18681
435932;4;10;2;19522
110769;3;10;2;87750
456482;6;8;1;87779
285715;2;9;1;20352
229760;7;43;1;11751
314197;6;9;1;19269
287680;2;34;6;18726
284843;4;31;3;18243
429562;5;11;1;90278
359354;7;31;2;18310
479403;5;30;2;79560
172676;1;33;2;18070
531462;5;10;2;19352
101842;6;31;2;76504
22908;6;32;2;19369
152149;1;29;4;31055
125268;5;31;3;18012
311946;4;43;3;12155
201650;6;9;3;19981
260331;1;30;1;30764
417848;3;19;1;30895
526566;5;9;1;19121
198347;1;32;2;18213
311609;4;1;1;7185
427924;7;4;1;9323
283275;2;5;1;30733
224318;5;10;2;20452
533108;3;42;1;11424
205592;7;32;1;1611
138750;1;32;2;17288
290199;7;13;2;8968
376086;3;8;1;24424
480584;5;11;2;91268
553575;3;31;4;18530
376795;2;19;2;29677
544488;3;23;5;19242
389385;3;43;2;11404
274883;6;38;3;24656
347594;1;31;2;76356
121939;2;12;2;11168
241342;7;32;3;18368
72274;2;31;1;76480
76168;6;31;2;76728
367211;1;31;2;77041
215494;3;20;2;10483
450821;3;39;2;25108
28136;6;31;1;76600
55725;3;22;6;20156
143065;7;32;1;77337
207961;6;7;1;11020
260076;4;11;2;89754
110507;1;20;2;28616
540453;2;22;2;23274
203426;1;31;5;19133
278980;1;23;3;10306
35414;6;31;2;76550
405313;6;23;2;15285
28630;1;32;3;17215
358134;2;11;1;69872
295897;3;31;3;18201
114519;2;23;1;19327
309229;5;32;3;18269
419158;1;19;2;30718
145081;3;22;3;22825
539438;1;20;3;29396
480457;2;1;1;7351
88985;5;1;1;7186
405127;7;32;1;1629
482943;6;23;4;19482
205549;6;6;1;10794
510501;1;32;2;29387
13294;1;19;2;28890
291976;1;10;2;16505
34839;5;30;1;29035
404659;2;31;1;14144
100360;5;22;2;22474
388908;4;18;1;35033
163750;2;34;1;19613
276058;3;32;3;17544
288620;5;32;1;17500
95326;5;1;1;7208
329018;4;9;3;20843
254256;5;30;2;77955
370153;6;43;3;11857
11009;4;21;2;25168
198319;1;43;1;11479
138194;4;2;1;8070
429750;3;29;3;30770
3895;2;10;2;12068
469059;3;35;2;17287
105060;3;43;1;12126
139099;6;31;2;18465
128263;2;32;3;18124
318759;6;30;1;30680
120331;2;31;1;78370
412271;2;31;1;76372
163070;7;31;4;18327
323462;2;23;3;20136
445597;7;9;2;21043
549225;5;26;2;18387
257765;4;10;3;19051
330353;1;17;2;7807
445785;2;30;2;77683
293168;4;43;2;11400
247443;7;32;2;17677
342198;6;39;3;24901
297155;6;39;1;24677
340150;3;7;2;29462
377924;5;18;1;37679
205277;4;2;1;7833
429525;3;9;1;20352
120188;2;34;5;19326
59022;1;7;1;11431
110445;3;20;3;29041
115068;6;30;3;30822
345439;1;23;7;20115
523240;6;27;4;36207
341445;6;35;2;17765
263062;3;30;3;31041
155569;1;32;3;2211
27394;1;32;1;27597
391573;4;21;1;18456
8336;7;30;2;30712
506573;5;25;2;87801
261848;1;2;1;7814
150992;4;16;2;33136
273081;1;1;1;7155
475886;4;30;1;30665
312758;7;29;4;35862
398133;4;31;1;77004
385536;1;8;1;22551
180902;2;23;4;19423
145444;3;35;2;18986
-2133;3;18;1;28554
38742;1;25;1;12667
498856;2;31;2;77165
169169;3;2;1;7528
521001;6;9;2;19499
293142;6;9;1;20456
215021;2;43;2;11868
298329;7;32;1;1564
298085;5;39;2;24934
42822;4;9;2;20413
185887;6;30;1;31041
101737;6;23;4;21432
321444;7;30;1;30491
85573;4;32;1;2357
328890;1;9;1;20065
20829;3;30;1;31486
435581;1;11;2;12115
79539;1;9;1;21780
86150;1;31;1;17959
223565;2;19;2;27857
549209;4;22;2;20089
269824;1;29;2;19025
495971;6;9;1;20277
86982;6;32;3;17993
19132;7;30;2;30725
210735;6;10;2;19648
294851;3;23;6;20671
72109;6;32;1;76217
189641;7;19;2;30910
502343;4;1;1;7321
376510;6;32;1;78069
275049;7;35;2;17999
518126;2;21;2;30939
145633;4;1;1;7379
467616;2;2;1;7540
369499;1;35;3;18088
485435;7;4;1;30072
84507;1;32;2;18946
108669;3;9;1;17609
257143;7;39;2;24961
452363;5;32;3;18356
20191;2;30;1;30995
355284;1;29;2;82854
304052;4;9;2;19847
457983;1;29;3;36166
328532;1;9;2;20006
240000;1;31;2;17955
429815;7;32;1;1739
339161;6;34;2;27542
63698;3;32;7;21473
447681;4;9;2;20511
56826;3;10;2;88271
87181;7;31;1;18138
422866;6;50;1;96602
516265;5;23;3;21022
487523;3;30;1;30776
390003;7;31;2;28012
448915;3;22;4;22477
308343;2;31;2;17823
359119;7;1;1;7148
542266;7;20;2;28609
20531;1;20;2;29690
203837;4;29;2;82350
82428;6;38;1;83518
215297;5;30;1;28621
289498;4;29;4;30764
531179;6;39;1;25845
271083;3;2;1;7857
513290;1;30;1;25468
353024;3;15;2;9551
339778;6;10;3;19598
75981;1;23;3;20868
142873;7;32;1;2464
420575;3;11;1;91407
289938;5;32;2;18280
381194;5;32;6;18392
336057;1;9;1;20713
79382;6;1;1;7114
109647;7;31;4;17923
80380;4;32;2;18071
410863;2;2;1;7890
415219;6;23;5;19908
401646;7;31;2;17856
319997;3;32;2;76569
249114;5;11;1;49840
164103;1;1;1;7306
303159;1;10;1;16850
464992;1;27;3;19178
223939;6;24;2;23303
355484;3;9;3;19687
131941;4;30;1;30896
502149;3;31;4;18275
538224;1;18;2;36123
220593;1;33;6;18280
206608;5;31;6;18301
354380;3;39;1;24662
493590;6;22;1;16776
63854;3;35;2;19707
79561;1;22;2;22383
371925;1;21;5;23782
384369;1;9;3;19753
305185;2;2;1;7480
529930;7;3;1;8343
503703;4;9;3;19599
288505;4;29;3;30875
414493;3;31;6;18692
239373;7;41;1;17894
62423;3;1;1;7304
216356;5;28;2;17948
268938;3;2;1;7494
110968;5;2;1;7646
244076;3;36;1;26598
288676;7;1;1;7271
205339;1;23;3;21278
333485;6;9;2;23234
492404;5;2;1;7629
226325;1;23;4;19001
137377;7;39;1;24903
59930;5;35;4;17125
346918;6;5;2;29199
165131;2;23;5;20380
138116;4;32;1;17507
296804;2;18;2;5321
148649;1;9;2;20545
176901;3;30;1;5650
258184;3;1;1;7218
174005;5;9;1;19586
165890;7;32;1;2358
316013;3;21;3;24480
371635;1;39;1;25094
532763;4;10;3;19767
527657;2;23;4;20508
395477;6;39;2;25388
518103;5;32;3;17682
202510;7;32;2;18104
75836;1;42;7;13970
94506;1;9;2;20280
427810;7;42;4;11332
33625;4;29;2;31055
290548;5;23;6;19880
537481;7;19;2;30068
386045;1;39;3;25063
309306;6;9;2;20234
154969;5;20;3;28249
53944;3;1;1;7465
146016;3;32;2;17823
114818;6;38;2;23241
234030;7;32;6;18442
183881;1;8;2;23174
47942;7;9;3;19115
250621;5;4;1;9554
519924;3;26;2;20166
195866;4;32;1;3031
242008;7;31;2;76169
108816;4;34;5;18952
486559;5;21;2;27451
237525;6;39;1;25388
82045;2;10;1;93192
371267;4;33;4;17492
531443;4;8;1;19948
43375;5;33;1;18983
170032;7;38;1;14846
106980;4;36;3;14692
217786;2;8;2;85837
88838;2;1;1;7427
299770;2;1;1;7377
287352;3;21;1;28685
306648;7;41;1;16927
307815;1;10;2;19024
57461;4;35;1;16842
21961;5;30;1;30997
23135;6;32;2;79472
163022;6;32;4;18103
84564;4;40;2;91773
356596;6;30;1;30808
123313;6;32;1;2674
498503;3;9;1;20974
156342;1;19;2;9395
534121;7;31;5;19668
535693;7;10;3;18843
115340;7;41;2;12139
11375;3;34;2;27598
445532;2;1;1;7200
245800;2;31;1;76859
155559;1;10;1;19548
315709;5;9;2;14827
237811;6;30;2;31012
403523;3;32;1;3523
365261;4;1;1;7140
358158;1;34;6;28987
143290;4;30;1;30443
77869;1;30;1;30835
413402;1;10;2;17888
113663;1;2;1;7717
330424;7;9;1;18527
208076;1;34;2;6267
138691;6;29;4;30749
165665;3;5;1;9888
448574;7;31;4;18302
554275;4;24;3;19277
359849;2;31;4;18412
271877;1;2;1;7535
197319;4;1;1;7159
430883;7;4;1;9241
445863;1;43;2;11864
110033;3;2;1;7592
312809;6;31;4;18169
169338;5;1;1;7376
137361;1;31;7;18445
474552;6;16;2;29705
300878;5;21;2;25971
507672;5;35;3;17280
295608;4;31;5;18195
20812;1;31;2;76329
142446;7;37;2;6059
164182;1;33;2;19604
364270;1;9;2;19351
90936;1;9;1;20408
200005;2;23;4;20935
392602;1;32;1;3437
127128;7;1;1;7120
138655;3;2;1;8048
279057;2;6;1;10831
405163;1;2;1;7689
359389;4;9;2;19321
487018;5;32;4;17725
240686;3;23;4;20745
253140;1;30;1;31037
329660;1;38;3;24446
